system   I             system.c:245  al_install_system                [   0.00055] Allegro version: 5.1.12 (WIP)
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.48655] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.48658] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.48686] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.48689] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.48724] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.48728] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.48757] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.48760] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.48823] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.48827] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.48872] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.48875] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.48926] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.48929] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.48968] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.48971] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.49009] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.49013] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.49044] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.49047] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.49081] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.49084] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.49121] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.49125] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.52243] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.52249] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:214  _al_unregister_destructor        [   3.69809] removed dtor for object 08659108
dtor     D               dtor.c:214  _al_unregister_destructor        [   3.69823] removed dtor for object 08657D60
dtor     D               dtor.c:214  _al_unregister_destructor        [   3.69832] removed dtor for object 050A7458
dtor     D               dtor.c:214  _al_unregister_destructor        [   3.69841] removed dtor for object 00A9DD58
dtor     D               dtor.c:214  _al_unregister_destructor        [   3.69854] removed dtor for object 050AABB0
dtor     D               dtor.c:214  _al_unregister_destructor        [   3.69882] removed dtor for object 050AB978
dtor     D               dtor.c:214  _al_unregister_destructor        [   3.69907] removed dtor for object 050AB358
dtor     D               dtor.c:214  _al_unregister_destructor        [   3.70032] removed dtor for object 050E2A18
dtor     D               dtor.c:214  _al_unregister_destructor        [   3.70166] removed dtor for object 050E1010
dtor     D               dtor.c:214  _al_unregister_destructor        [   3.70216] removed dtor for object 050E1C50
dtor     D               dtor.c:214  _al_unregister_destructor        [   3.70240] removed dtor for object 050E2270
dtor     D               dtor.c:214  _al_unregister_destructor        [   3.70272] removed dtor for object 050AAEC0
dtor     D               dtor.c:214  _al_unregister_destructor        [   3.70295] removed dtor for object 05F45578
dtor     D               dtor.c:214  _al_unregister_destructor        [   3.70319] removed dtor for object 05F46C70
dtor     D               dtor.c:214  _al_unregister_destructor        [   3.70341] removed dtor for object 05F45B98
dtor     D               dtor.c:214  _al_unregister_destructor        [   3.70364] removed dtor for object 05F46DF8
dtor     D               dtor.c:214  _al_unregister_destructor        [   3.70385] removed dtor for object 05F46960
dtor     D               dtor.c:214  _al_unregister_destructor        [   3.70408] removed dtor for object 05F4C790
dtor     D               dtor.c:214  _al_unregister_destructor        [   3.70430] removed dtor for object 050E2580
dtor     D               dtor.c:214  _al_unregister_destructor        [   3.70485] removed dtor for object 05F4C918
dtor     D               dtor.c:214  _al_unregister_destructor        [   3.70507] removed dtor for object 05F4D248
dtor     D               dtor.c:214  _al_unregister_destructor        [   3.70529] removed dtor for object 05F4C170
dtor     D               dtor.c:214  _al_unregister_destructor        [   3.70547] removed dtor for object 05F4D0C0
dtor     D               dtor.c:214  _al_unregister_destructor        [   3.70567] removed dtor for object 05F89780
dtor     D               dtor.c:214  _al_unregister_destructor        [   3.70586] removed dtor for object 05F89470
dtor     D               dtor.c:214  _al_unregister_destructor        [   3.70604] removed dtor for object 05F89F28
dtor     D               dtor.c:214  _al_unregister_destructor        [   3.70630] removed dtor for object 05F8A0B0
dtor     D               dtor.c:214  _al_unregister_destructor        [   3.70668] removed dtor for object 05F8A858
dtor     D               dtor.c:214  _al_unregister_destructor        [   3.70689] removed dtor for object 05FEA460
dtor     D               dtor.c:214  _al_unregister_destructor        [   3.70707] removed dtor for object 00AB8FF0
dtor     D               dtor.c:214  _al_unregister_destructor        [   3.70744] removed dtor for object 05F5ADC0
dtor     D               dtor.c:214  _al_unregister_destructor        [   3.71052] removed dtor for object 05F5B3C0
dtor     D               dtor.c:214  _al_unregister_destructor        [   3.71944] removed dtor for object 05F5B420
dtor     D               dtor.c:214  _al_unregister_destructor        [   3.71995] removed dtor for object 050E8E10
dtor     D               dtor.c:214  _al_unregister_destructor        [   3.72114] removed dtor for object 050E87F8
dtor     D               dtor.c:214  _al_unregister_destructor        [   3.72431] removed dtor for object 050E8EE0
dtor     D               dtor.c:214  _al_unregister_destructor        [   3.72632] removed dtor for object 050E8930
dtor     D               dtor.c:214  _al_unregister_destructor        [   3.72957] removed dtor for object 050E8F48
dtor     D               dtor.c:214  _al_unregister_destructor        [   3.73198] removed dtor for object 050E8790
dtor     D               dtor.c:214  _al_unregister_destructor        [   3.73423] removed dtor for object 050E9220
dtor     D               dtor.c:214  _al_unregister_destructor        [   3.73438] removed dtor for object 050E8A68
dtor     D               dtor.c:214  _al_unregister_destructor        [   3.73449] removed dtor for object 050E93C0
dtor     D               dtor.c:214  _al_unregister_destructor        [   3.73473] removed dtor for object 050E90E8
dtor     D               dtor.c:214  _al_unregister_destructor        [   3.73484] removed dtor for object 050E9428
dtor     D               dtor.c:214  _al_unregister_destructor        [   3.73493] removed dtor for object 050E8860
dtor     D               dtor.c:214  _al_unregister_destructor        [   3.73505] removed dtor for object 050E9018
dtor     D               dtor.c:214  _al_unregister_destructor        [   3.73516] removed dtor for object 050E8E78
dtor     D               dtor.c:214  _al_unregister_destructor        [   3.73536] removed dtor for object 050E88C8
dtor     D               dtor.c:214  _al_unregister_destructor        [   3.73546] removed dtor for object 050E8998
dtor     D               dtor.c:214  _al_unregister_destructor        [   3.73556] removed dtor for object 050E8AD0
dtor     D               dtor.c:214  _al_unregister_destructor        [   3.73564] removed dtor for object 050E8DA8
dtor     D               dtor.c:214  _al_unregister_destructor        [   3.73582] removed dtor for object 050E9288
dtor     D               dtor.c:214  _al_unregister_destructor        [   3.73593] removed dtor for object 050E8C70
dtor     D               dtor.c:214  _al_unregister_destructor        [   3.73611] removed dtor for object 050E8C08
dtor     D               dtor.c:214  _al_unregister_destructor        [   3.73622] removed dtor for object 050E8B38
dtor     D               dtor.c:214  _al_unregister_destructor        [   3.73632] removed dtor for object 050E8FB0
dtor     D               dtor.c:214  _al_unregister_destructor        [   3.73640] removed dtor for object 050E9080
dtor     D               dtor.c:214  _al_unregister_destructor        [   3.73670] removed dtor for object 050E92F0
dtor     D               dtor.c:214  _al_unregister_destructor        [   3.73685] removed dtor for object 050E8CD8
dtor     D               dtor.c:214  _al_unregister_destructor        [   3.73694] removed dtor for object 050E9358
dtor     D               dtor.c:214  _al_unregister_destructor        [   3.73716] removed dtor for object 050E9150
dtor     D               dtor.c:214  _al_unregister_destructor        [   3.73729] removed dtor for object 050E8D40
dtor     D               dtor.c:214  _al_unregister_destructor        [   3.73738] removed dtor for object 08639158
dtor     D               dtor.c:214  _al_unregister_destructor        [   3.73822] removed dtor for object 086392F8
dtor     D               dtor.c:214  _al_unregister_destructor        [   3.73997] removed dtor for object 086390F0
dtor     D               dtor.c:214  _al_unregister_destructor        [   3.74001] removed dtor for object 08639228
dtor     D               dtor.c:214  _al_unregister_destructor        [   3.74008] removed dtor for object 050A6558
dtor     D               dtor.c:214  _al_unregister_destructor        [   3.74015] removed dtor for object 00A9E658
dtor     D               dtor.c:214  _al_unregister_destructor        [   3.74022] removed dtor for object 050A6FA8
dtor     D               dtor.c:214  _al_unregister_destructor        [   3.74025] removed dtor for object 00A9DED8
dtor     D               dtor.c:214  _al_unregister_destructor        [   3.74031] removed dtor for object 050A5FB8
dtor     D               dtor.c:214  _al_unregister_destructor        [   3.74035] removed dtor for object 00A9E058
dtor     D               dtor.c:214  _al_unregister_destructor        [   3.74040] removed dtor for object 050A6288
dtor     D               dtor.c:214  _al_unregister_destructor        [   3.74044] removed dtor for object 00A9E418
dtor     D               dtor.c:214  _al_unregister_destructor        [   3.74062] removed dtor for object 050A6828
dtor     D               dtor.c:214  _al_unregister_destructor        [   3.74068] removed dtor for object 00A9E118
dtor     D               dtor.c:214  _al_unregister_destructor        [   3.74076] removed dtor for object 05F5A4D8
dtor     D               dtor.c:214  _al_unregister_destructor        [   3.74079] removed dtor for object 05F5A850
dtor     D               dtor.c:214  _al_unregister_destructor        [   3.74087] removed dtor for object 050A6AF8
dtor     D               dtor.c:214  _al_unregister_destructor        [   3.74091] removed dtor for object 00A9D818
dtor     D               dtor.c:214  _al_unregister_destructor        [   3.74097] removed dtor for object 050A6378
dtor     D               dtor.c:214  _al_unregister_destructor        [   3.74101] removed dtor for object 00A9D8D8
dtor     D               dtor.c:214  _al_unregister_destructor        [   3.74107] removed dtor for object 0505C018
d3d      I         d3d_disp.cpp:899  d3d_destroy_display              [   3.74146] destroying display 00AD5550 (current 00000000)
d3d      D         d3d_disp.cpp:883  d3d_destroy_display_internals    [   3.74560] waiting for display 00AD5550's thread to end
d3d      W         d3d_disp.cpp:593  d3d_destroy_device               [   3.75237] d3d_destroy_device: ref count not 0
d3d      I         d3d_disp.cpp:1551 d3d_display_thread_proc          [   3.75826] d3d display thread exits
dtor     D               dtor.c:214  _al_unregister_destructor        [   3.75867] removed dtor for object 050A5BF8
dtor     D               dtor.c:214  _al_unregister_destructor        [   3.75874] removed dtor for object 00A9E298
dtor     D               dtor.c:214  _al_unregister_destructor        [   3.75881] removed dtor for object 050A7638
dtor     D               dtor.c:214  _al_unregister_destructor        [   3.75885] removed dtor for object 00A9D758
dtor     D               dtor.c:114  _al_run_destructors              [   3.75892] calling dtor for object 050A6DC8, func 0F13250E
dtor     D               dtor.c:214  _al_unregister_destructor        [   3.75894] removed dtor for object 050A6DC8
dtor     D               dtor.c:114  _al_run_destructors              [   3.75899] calling dtor for object 00A9E598, func 0F1345BB
dtor     D               dtor.c:214  _al_unregister_destructor        [   3.75902] removed dtor for object 00A9E598
dtor     D               dtor.c:214  _al_unregister_destructor        [   3.75917] removed dtor for object 05FB7520
dtor     D               dtor.c:214  _al_unregister_destructor        [   3.75921] removed dtor for object 05FED458
audio-dsound D           dsound.cpp:539  _dsound_stop_voice               [   3.75923] Stopping voice
audio-dsound D           dsound.cpp:556  _dsound_stop_voice               [   3.75925] Joining thread
audio-dsound D           dsound.cpp:562  _dsound_stop_voice               [   3.76439] Joined thread
audio-dsound D           dsound.cpp:564  _dsound_stop_voice               [   3.76442] Destroying thread
audio-dsound D           dsound.cpp:566  _dsound_stop_voice               [   3.76446] Thread destroyed
audio-dsound D           dsound.cpp:573  _dsound_stop_voice               [   3.76448] Releasing buffer
audio-dsound I           dsound.cpp:577  _dsound_stop_voice               [   3.76450] Voice stopped
dtor     D               dtor.c:214  _al_unregister_destructor        [   3.76454] removed dtor for object 0505B810
audio-dsound D           dsound.cpp:389  _dsound_deallocate_voice         [   3.76456] Deallocating voice
audio-dsound D           dsound.cpp:394  _dsound_deallocate_voice         [   3.76465] Deallocated voice
audio-dsound D           dsound.cpp:303  _dsound_close                    [   3.76472] Releasing device
audio-dsound D           dsound.cpp:305  _dsound_close                    [   3.76994] Released device
audio-dsound I           dsound.cpp:308  _dsound_close                    [   3.76998] DirectSound closed
